|WNJT-FM     |88.1  MHz |FM |201 |ND  |-                   |A  |-  |LIC    |TRENTON                  |NJ |US |BLED   -19961001KE  |0.     kW |0.11   kW |0.0     |210.0   |48488      |N |40 |16 |58.00 |W |74  |41 |11.00 |NEW YORK PUBLIC RADIO                                                       |  13.91 km |   8.64 mi |277.39 deg |0.0    m|244.   m|-         |-       |1045124 |226.   m|233490    |
|WKMK        |106.3 MHz |FS |292 |ND  |-                   |A  |-  |LIC    |EATONTOWN                |NJ |US |BXLH   -20000223AAO |0.46   kW |0.46   kW |155.0   |155.0   |72324      |N |40 |16 |41.00 |W |74  |4  |51.00 |PRESS COMMUNICATIONS, LLC                                                   |  37.73 km |  23.45 mi | 87.96 deg |175.   m|175.0  m|32313     |-       |1037688 |149.   m|492276    |
|WKMK        |106.3 MHz |FS |292 |ND  |-                   |A  |-  |LIC    |EATONTOWN                |NJ |US |BXLH   -20060907ACK |0.85   kW |0.85   kW |80.0    |80.0    |72324      |N |40 |13 |6.00  |W |74  |2  |34.90 |PRESS COMMUNICATIONS, LLC                                                   |  41.30 km |  25.66 mi | 97.37 deg |92.9   m|92.9   m|-         |-       |1237892 |62.5   m|1145900   |
|WKMK        |106.3 MHz |FS |292 |ND  |-                   |A  |-  |LIC    |EATONTOWN                |NJ |US |BXLH   -20121101ACY |1.1    kW |1.1    kW |154.4   |154.4   |72324      |N |40 |16 |41.00 |W |74  |4  |51.00 |PRESS COMMUNICATIONS, LLC                                                   |  37.73 km |  23.45 mi | 87.96 deg |174.4  m|174.4  m|-         |-       |1237989 |148.4  m|1522652   |
|WKMK        |106.3 MHz |FA |292 |ND  |-                   |A  |-  |USE    |EATONTOWN                |NJ |US |-      --           |-      kW |-      kW |-       |-       |72324      |N |40 |16 |10.00 |W |74  |4  |19.00 |-                                                                           |  38.47 km |  23.91 mi | 89.42 deg |-      m|-      m|-         |-       |-       |0.     m|296279    |
|W292DV      |106.3 MHz |FX |292 |DA  |-                   |D  |-  |LIC    |NEW YORK                 |NY |US |BLFT   -20110503AEA |0.099  kW |0.099  kW |271.2   |0.0     |155888     |N |40 |45 |22.00 |W |73  |59 |12.00 |APPLE 107.1, INC.                                                           |  70.91 km |  44.06 mi | 39.70 deg |286.   m|286.0  m|104180    |0.      |1238745 |271.   m|1425775   |
|W292DV      |106.3 MHz |FX |292 |DA  |-                   |D  |-  |APP    |NEW YORK                 |NY |US |BSTA   -20130320ABV |0.     kW |0.004  kW |0.0     |200.0   |155888     |N |40 |44 |50.00 |W |73  |56 |38.00 |APPLE 107.1, INC.                                                           |  72.56 km |  45.09 mi | 42.38 deg |0.0    m|213.   m|112233    |72.     |-       |208.   m|1541671   |
|WTHJ        |106.5 MHz |FM |293 |ND  |-                   |A  |-  |LIC    |BASS RIVER TOWNSHIP      |NJ |US |BLH    -20060711ACL |1.45   kW |1.45   kW |208.0   |208.0   |49984      |N |39 |37 |53.00 |W |74  |21 |12.00 |PRESS COMMUNICATIONS, LLC                                                   |  72.05 km |  44.77 mi |168.30 deg |218.   m|218.0  m|-         |-       |1210613 |207.3  m|1156471   |
|-           |106.5 MHz |FA |293 |ND  |-                   |A  |-  |USE    |BASS RIVER TOWNSHIP      |NJ |US |RM     -11240       |-      kW |-      kW |-       |-       |0          |N |39 |39 |0.00  |W |74  |21 |20.00 |PRESS COMMUNICATIONS                                                        |  69.99 km |  43.49 mi |168.11 deg |-      m|-      m|-         |-       |-       |0.     m|1057841   |
|W293DS      |106.5 MHz |FX |293 |DA  |-                   |D  |-  |CP     |CAMDEN                   |NJ |US |BNPFT  -20180508ABL |0.099  kW |0.099  kW |0.0     |0.0     |202134     |N |40 |2  |19.30 |W |75  |14 |14.20 |MEGA-PHILADELPHIA LLC                                                       |  65.83 km |  40.90 mi |247.51 deg |274.   m|274.0  m|132822    |0.      |1026755 |198.   m|1783732   |
|WHII-LP     |106.5 MHz |FL |293 |ND  |-                   |L1 |-  |LIC    |WARMINSTER               |PA |US |BLL    -20150910ABZ |0.016  kW |0.016  kW |75.0    |0.0     |196893     |N |40 |10 |7.60  |W |75  |3  |1.40  |HOPE INT'L, INC                                                             |  46.09 km |  28.64 mi |256.45 deg |148.4  m|0.0    m|-         |-       |1032556 |79.8   m|1686633   |
|WPPM-LP     |106.5 MHz |FL |293 |ND  |-                   |L1 |-  |LIC    |PHILADELPHIA             |PA |US |BLL    -20160701ACC |0.09   kW |0.09   kW |19.9    |0.0     |191989     |N |39 |57 |31.00 |W |75  |8  |43.00 |PHILADELPHIA PUBLIC ACCESS CORPORATION                                      |  63.05 km |  39.18 mi |237.22 deg |41.1   m|0.0    m|-         |-       |-       |33.1   m|1732559   |
|WRDY-LP     |106.5 MHz |FL |293 |ND  |-                   |L1 |-  |LIC    |EAGLEVILLE               |PA |US |BLL    -20170210AHV |0.007  kW |0.007  kW |113.2   |0.0     |194497     |N |40 |9  |29.00 |W |75  |25 |5.00  |COUNTY OF MONTGOMERY                                                        |  77.05 km |  47.87 mi |261.23 deg |190.   m|0.0    m|-         |-       |1026989 |45.    m|1751189   |
|WLTW        |106.7 MHz |FM |294 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BLH    -19940203KA  |6.     kW |6.     kW |415.0   |415.0   |56571      |N |40 |44 |54.00 |W |73  |59 |10.00 |AMFM RADIO LICENSES, L.L.C., AS DEBTOR IN POSSESSION                        |  70.28 km |  43.67 mi | 40.18 deg |429.   m|429.0  m|-         |-       |-       |413.   m|194620    |
|WLTW        |106.7 MHz |FS |294 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BMLH   -19950118KD  |4.7    kW |3.4    kW |373.0   |373.0   |56571      |N |40 |44 |54.00 |W |73  |59 |10.00 |AMFM RADIO LICENSES, L.L.C., AS DEBTOR IN POSSESSION                        |  70.28 km |  43.67 mi | 40.18 deg |387.   m|387.0  m|-         |-       |-       |371.   m|205680    |
|WLTW        |106.7 MHz |FS |294 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BXMLH  -20011114ABF |17.    kW |17.    kW |259.0   |259.0   |56571      |N |40 |45 |22.00 |W |73  |59 |12.00 |AMFM RADIO LICENSES, L.L.C., AS DEBTOR IN POSSESSION                        |  70.91 km |  44.06 mi | 39.70 deg |274.   m|274.0  m|-         |-       |1065696 |259.   m|586995    |
|WLTW        |106.7 MHz |FS |294 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BXLH   -20040715ABE |13.    kW |13.    kW |281.0   |281.0   |56571      |N |40 |45 |22.00 |W |73  |59 |12.00 |AMFM RADIO LICENSES, L.L.C., AS DEBTOR IN POSSESSION                        |  70.91 km |  44.06 mi | 39.70 deg |297.   m|297.0  m|-         |-       |1238745 |281.   m|1002831   |
|WLTW        |106.7 MHz |FS |294 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BXLH   -20171013AAS |7.1    kW |7.1    kW |386.7   |386.7   |56571      |N |40 |44 |53.60 |W |73  |59 |10.50 |AMFM RADIO LICENSES, L.L.C., AS DEBTOR IN POSSESSION                        |  70.26 km |  43.66 mi | 40.18 deg |400.1  m|400.1  m|-         |-       |1007048 |384.6  m|1769180   |
|WLTW        |106.7 MHz |FA |294 |ND  |-                   |B  |-  |USE    |NEW YORK                 |NY |US |-      --           |-      kW |-      kW |-       |-       |56571      |N |40 |44 |54.00 |W |73  |59 |10.00 |-                                                                           |  70.28 km |  43.67 mi | 40.18 deg |-      m|-      m|-         |-       |-       |0.     m|296425    |
|W294BQ      |106.7 MHz |FX |294 |DA  |-                   |D  |-  |LIC    |EASTON                   |PA |US |BLFT   -20161103AAK |0.109  kW |0.109  kW |0.0     |0.0     |157147     |N |40 |40 |23.00 |W |75  |12 |30.00 |FOUR RIVERS COMMUNITY BROADCASTING CORP.                                    |  73.49 km |  45.66 mi |308.19 deg |161.   m|161.0  m|125792    |345.    |-       |48.    m|1743812   |
|WKVP        |106.9 MHz |FM |295 |ND  |-                   |B  |-  |LIC    |CAMDEN                   |NJ |US |BMLED  -20130828AAG |38.    kW |38.    kW |168.0   |168.0   |20842      |N |39 |54 |33.00 |W |75  |6  |0.00  |EDUCATIONAL MEDIA FOUNDATION                                                |  63.16 km |  39.24 mi |231.11 deg |185.   m|185.0  m|-         |-       |1051132 |177.   m|1569173   |
|WKVP        |106.9 MHz |FA |295 |ND  |-                   |B  |-  |USE    |CAMDEN                   |NJ |US |-      --           |-      kW |-      kW |-       |-       |20842      |N |39 |54 |33.00 |W |75  |6  |0.00  |-                                                                           |  63.16 km |  39.24 mi |231.11 deg |-      m|-      m|-         |-       |-       |0.     m|296476    |
|WWZY        |107.1 MHz |FM |296 |ND  |-                   |A  |-  |LIC    |LONG BRANCH              |NJ |US |BLH    -20060711ACK |5.     kW |5.     kW |110.0   |110.0   |32983      |N |40 |18 |17.00 |W |73  |59 |8.00  |PRESS COMMUNICATIONS, LLC                                                   |  46.00 km |  28.58 mi | 84.56 deg |123.   m|123.0  m|-         |-       |1045608 |117.   m|1136427   |
|WWZY        |107.1 MHz |FS |296 |ND  |-                   |A  |-  |LIC    |LONG BRANCH              |NJ |US |BXLH   -20060907ACA |1.35   kW |1.35   kW |80.0    |80.0    |32983      |N |40 |13 |6.00  |W |74  |2  |34.90 |PRESS COMMUNICATIONS, LLC                                                   |  41.30 km |  25.66 mi | 97.37 deg |92.9   m|92.9   m|-         |-       |1237892 |62.5   m|1145911   |
|WWZY        |107.1 MHz |FS |296 |ND  |-                   |A  |-  |LIC    |LONG BRANCH              |NJ |US |BXLH   -20121009ABI |0.4    kW |0.4    kW |154.4   |154.4   |32983      |N |40 |16 |41.00 |W |74  |4  |51.00 |PRESS COMMUNICATIONS, LLC                                                   |  37.73 km |  23.45 mi | 87.96 deg |174.4  m|174.4  m|-         |-       |1237989 |148.4  m|1519737   |
|WWZY        |107.1 MHz |FA |296 |ND  |-                   |A  |-  |USE    |LONG BRANCH              |NJ |US |-      --           |-      kW |-      kW |-       |-       |32983      |N |40 |18 |17.00 |W |73  |59 |8.00  |-                                                                           |  46.00 km |  28.58 mi | 84.56 deg |-      m|-      m|-         |-       |-       |0.     m|296590    |
|W297AD      |107.3 MHz |FX |297 |ND  |-                   |D  |-  |LIC    |PHILADELPHIA             |PA |US |BLFT   -20080616AAO |0.02   kW |0.02   kW |43.7    |0.0     |7929       |N |39 |57 |36.00 |W |75  |11 |27.00 |BUX-MONT EDUCATIONAL RADIO ASSOCIATION                                      |  66.26 km |  41.17 mi |239.17 deg |74.    m|74.0   m|69826     |-       |-       |47.    m|1250421   |
|W297CL      |107.3 MHz |FX |297 |ND  |-                   |D  |-  |CP     |LEVITTOWN                |PA |US |BNPFT  -20171220ABM |0.15   kW |0.15   kW |0.0     |0.0     |201592     |N |40 |10 |8.00  |W |74  |50 |8.00  |PROGRESSIVE BROADCASTING CO., INC.                                          |  28.65 km |  17.80 mi |247.71 deg |69.    m|69.0   m|130581    |-       |-       |43.    m|1774748   |
|WBLS        |107.5 MHz |FM |298 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BLH    -19940204KN  |4.2    kW |4.2    kW |415.0   |415.0   |28203      |N |40 |44 |54.00 |W |73  |59 |10.00 |WBLS-WLIB LICENSE LLC                                                       |  70.28 km |  43.67 mi | 40.18 deg |429.   m|429.0  m|-         |-       |-       |413.   m|194670    |
|WBLS        |107.5 MHz |FS |298 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BMLH   -19950807KC  |3.3    kW |2.35   kW |373.0   |373.0   |28203      |N |40 |44 |54.00 |W |73  |59 |10.00 |WBLS-WLIB LICENSE LLC                                                       |  70.28 km |  43.67 mi | 40.18 deg |387.   m|387.0  m|-         |-       |-       |371.   m|212514    |
|WBLS        |107.5 MHz |FS |298 |ND  |-                   |B  |-  |CP     |NEW YORK                 |NY |US |BXPH   -20161201AFC |8.7    kW |8.7    kW |282.0   |282.0   |28203      |N |40 |45 |22.00 |W |73  |59 |12.00 |WBLS-WLIB LICENSE LLC                                                       |  70.91 km |  44.06 mi | 39.70 deg |297.2  m|297.2  m|-         |-       |1238745 |282.   m|1745806   |
|WBLS        |107.5 MHz |FS |298 |ND  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BXLH   -20171011AAQ |5.     kW |5.     kW |386.7   |386.7   |28203      |N |40 |44 |53.60 |W |73  |59 |10.50 |WBLS-WLIB LICENSE LLC                                                       |  70.26 km |  43.66 mi | 40.18 deg |400.1  m|400.1  m|-         |-       |1007048 |384.6  m|1768949   |
|WBLS        |107.5 MHz |FA |298 |ND  |-                   |B  |-  |USE    |NEW YORK                 |NY |US |-      --           |-      kW |-      kW |-       |-       |28203      |N |40 |44 |54.00 |W |73  |59 |10.00 |-                                                                           |  70.28 km |  43.67 mi | 40.18 deg |-      m|-      m|-         |-       |-       |0.     m|296751    |
|WRRC        |107.7 MHz |FM |299 |ND  |-                   |D  |-  |LIC    |LAWRENCEVILLE            |NJ |US |BLED   -19921202KF  |0.02   kW |0.02   kW |11.0    |11.0    |6109       |N |40 |16 |44.00 |W |74  |44 |15.00 |BOARD OF TRUSTEES OF RIDER COLLEGE                                          |  18.19 km |  11.30 mi |274.30 deg |50.    m|50.0   m|-         |-       |-       |20.    m|179527    |
|WWPH        |107.9 MHz |FM |300 |ND  |-                   |D  |-  |LIC    |PRINCETON JUNCTION       |NJ |US |BLED   -19800422AA  |0.017  kW |0.     kW |11.0    |0.0     |71694      |N |40 |18 |20.00 |W |74  |37 |16.00 |WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT                            |   9.29 km |   5.77 mi |297.68 deg |44.    m|0.0    m|-         |-       |-       |14.    m|19767     |
|WPPZ-FM     |107.9 MHz |FM |300 |DA  |-                   |A  |-  |LIC    |PENNSAUKEN               |NJ |US |BLH    -20050622AAL |0.78   kW |0.78   kW |276.0   |276.0   |12211      |N |39 |57 |9.00  |W |75  |10 |5.00  |RADIO ONE LICENSES, LLC                                                     |  65.05 km |  40.42 mi |237.65 deg |304.   m|304.0  m|68402     |0.      |1245622 |291.   m|1069085   |
|WMDI-LP     |107.9 MHz |FL |300 |ND  |-                   |L1 |-  |LIC    |LAKEWOOD                 |NJ |US |BLL    -20110720AAW |0.1    kW |0.1    kW |14.4    |0.0     |134469     |N |40 |5  |46.00 |W |74  |13 |20.00 |AMERICAN INSTITUTE FOR JEWISH EDUCATION (AIJE)                              |  31.95 km |  19.85 mi |126.40 deg |39.    m|0.0    m|-         |-       |-       |13.    m|1436153   |
|WOLD-LP     |107.9 MHz |FL |300 |ND  |-                   |L1 |-  |LIC    |WOODBRIDGE               |NJ |US |BLL    -20141201AAB |0.016  kW |0.016  kW |73.1    |0.0     |193220     |N |40 |31 |45.00 |W |74  |23 |34.00 |SRN COMMUNICATIONS, INC.                                                    |  31.19 km |  19.38 mi | 20.85 deg |100.   m|0.0    m|-         |-       |1045848 |67.    m|1662303   |
|WCFT-LP     |107.9 MHz |FL |300 |ND  |-                   |L1 |-  |LIC    |DOVER                    |NJ |US |BLL    -20160727ADE |0.004  kW |0.004  kW |156.0   |0.0     |194641     |N |40 |51 |21.00 |W |74  |30 |42.00 |CALVARY CHAPEL MORRIS HILLS                                                 |  65.41 km |  40.65 mi |  0.92 deg |335.   m|0.0    m|-         |-       |-       |30.    m|1734779   |
|WOLD-LP     |107.9 MHz |FL |300 |ND  |-                   |L1 |-  |APP    |WOODBRIDGE               |NJ |US |BPL    -20181224AAE |0.1    kW |0.     kW |3.4     |0.0     |193220     |N |40 |33 |30.00 |W |74  |26 |36.00 |SRN COMMUNICATIONS, INC.                                                    |  33.09 km |  20.56 mi | 11.91 deg |34.    m|0.0    m|-         |-       |-       |7.     m|1797962   |
|WPPZ-FM     |107.9 MHz |FS |300 |ND  |-                   |A  |-  |LIC    |PENNSAUKEN               |NJ |US |BXMLH  -20061018ABP |0.5    kW |0.5    kW |252.0   |252.0   |12211      |N |39 |57 |9.00  |W |75  |10 |6.00  |RADIO ONE LICENSES, LLC                                                     |  65.07 km |  40.43 mi |237.67 deg |280.   m|280.0  m|-         |-       |1245622 |267.   m|1097698   |
|WPPZ-FM     |107.9 MHz |FS |300 |ND  |-                   |A  |-  |LIC    |PENNSAUKEN               |NJ |US |BXLH   -20100324AAN |0.045  kW |0.045  kW |284.0   |284.0   |12211      |N |40 |2  |30.00 |W |75  |14 |11.00 |RADIO ONE LICENSES, LLC                                                     |  65.63 km |  40.78 mi |247.76 deg |348.   m|348.0  m|-         |-       |1231524 |259.   m|1360248   |
|-           |107.9 MHz |FA |300 |ND  |-                   |A  |-  |USE    |PENNSAUKEN               |NJ |US |RM     -10615       |-      kW |-      kW |-       |-       |0          |N |40 |0  |12.00 |W |75  |1  |19.00 |COHANZICK BROADCASTING, INC.                                                |  51.53 km |  32.02 mi |235.46 deg |-      m|-      m|-         |-       |-       |0.     m|601922    |
|W300AO      |107.9 MHz |FX |300 |DA  |-                   |D  |-  |LIC    |MANAHAWKIN               |NJ |US |BLFT   -20131120ARQ |0.25   kW |0.25   kW |97.4    |0.0     |77769      |N |39 |41 |53.00 |W |74  |14 |6.00  |BEASLEY MEDIA GROUP LICENSES, LLC                                           |  67.81 km |  42.14 mi |158.62 deg |106.   m|66.0   m|101626    |0.      |1027616 |101.   m|1597838   |
|W300CZ      |107.9 MHz |FX |300 |DA  |-                   |D  |-  |LIC    |EWANSVILLE               |NJ |US |BLFT   -20170705AAQ |0.     kW |0.185  kW |0.0     |0.0     |141281     |N |40 |15 |16.00 |W |74  |30 |34.00 |BEST MEDIA, INC.                                                            |   1.86 km |   1.16 mi |137.70 deg |0.0    m|150.   m|16150     |69.     |1063673 |116.   m|1760166   |
|W300AO      |107.9 MHz |FX |300 |DA  |-                   |D  |-  |CP     |MANAHAWKIN               |NJ |US |BPFT   -20170613AAW |0.25   kW |0.25   kW |0.0     |0.0     |77769      |N |39 |41 |53.00 |W |74  |14 |6.00  |BEASLEY MEDIA GROUP LICENSES, LLC                                           |  67.81 km |  42.14 mi |158.62 deg |105.   m|105.0  m|127846    |2.      |1027616 |101.   m|1760291   |
|W300DR      |107.9 MHz |FX |300 |ND  |-                   |D  |-  |CP     |ELIZABETH                |NJ |US |BNPFT  -20171221AAV |0.07   kW |0.07   kW |0.0     |0.0     |201436     |N |40 |40 |19.20 |W |74  |12 |0.40  |MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC                              |  52.72 km |  32.76 mi | 31.22 deg |42.    m|42.0   m|130617    |-       |1247363 |35.    m|1774804   |
|W300CZ      |107.9 MHz |FX |300 |DA  |-                   |D  |-  |APP    |EWANSVILLE               |NJ |US |BPFT   -20170718AGQ |0.     kW |0.2    kW |0.0     |0.0     |141281     |N |40 |19 |6.00  |W |74  |14 |44.00 |BEST MEDIA, INC.                                                            |  24.38 km |  15.15 mi | 76.29 deg |0.0    m|193.   m|133734    |39.     |-       |150.   m|1793535   |
